Nothing	ID	Sentiment	Tweet	Time
NA	1437	neutral	RT @ThoughtCatalog: 16 Truths Every Independent Woman Learns To Live By http://t.co/Bq4qWJCvT9 http://t.co/SPM154fH9b	Sat Mar 28 06:29:25 +0000 2015
NA	1438	neutral	Chronicles of an Affair with his Secretary, Found in an Abandoned Suitcase: http://t.co/lpMqqkTQIS via @messynessychic	Fri Mar 27 19:05:21 +0000 2015
NA	1439	positive	happy birthday to @IamStevenT march 26, 1948   Aerosmith - Pink: https://t.co/2Mz7VEhKdn	Thu Mar 26 19:24:24 +0000 2015
NA	1440	neutral	same old song, just a drop of water in an endless sea	Thu Mar 26 03:34:07 +0000 2015
NA	1441	negative	not that i'm into this, but i'm kind of into this https://t.co/T8m6kHUBWe	Thu Mar 26 00:22:33 +0000 2015
NA	1442	negative	'we won't waste no long goodbyes on the smoke or foolish liesthat finally passed us' #openendedlife @theavettbros	Wed Mar 25 18:11:09 +0000 2015
NA	1443	negative	'when we are no longer able to change a situation - we are challenged to change ourselves.'  viktor e. frankl	Wed Mar 25 03:33:53 +0000 2015
NA	1444	positive	@thbrothers11 same, but sans le hockey ;)	Wed Mar 25 00:50:55 +0000 2015
NA	1445	positive	a certain beer company is being a little fussbudgety and coming across less than strong and confident, imo	Tue Mar 24 14:27:02 +0000 2015
NA	1446	positive	RT @ViewSaintJohn: Back allies and fire escapes,  only add to the charm of @uptownsaintjohn #renaissancecity #livelifeuptown http://t.co/BX…	Tue Mar 24 14:19:32 +0000 2015
NA	1447	neutral	http://t.co/FLLeuI3zn4	Sun Mar 22 03:41:10 +0000 2015
NA	1448	neutral	@ThatEricAlper noticing your name often these days... @openculture @TheJUNOAwards #gibsonatjunos2015	Sat Mar 21 22:43:40 +0000 2015
NA	1449	negative	she talks crazy talkmumbo jumbomonkey on your back	Sat Mar 21 18:02:31 +0000 2015
NA	1450	negative	@Fundysnapper really??? sry. i must have been looking at an old post :/  hopefully we'll see you out that night anyway. your photos rock!	Sat Mar 21 17:33:39 +0000 2015
NA	1451	neutral	I just used Shazam to discover Piano Brother by Jordan Klassen. http://t.co/494NB3X7cI	Sat Mar 21 16:44:37 +0000 2015
NA	1452	neutral	Butch Walker - Bed On Fire [OFFICIAL VIDEO]: https://t.co/jXUmw6gdCA	Sat Mar 21 12:46:06 +0000 2015
NA	1453	neutral	I just used Shazam to discover Prairie Town by Randy Bachman. http://t.co/dofbi1Rvqo	Sat Mar 21 03:15:05 +0000 2015
NA	1454	neutral	RT @DavidSandum: Returned to the poster-board in Oslo yest and took more photos. Nr's 4-7 in the series, #collage #photography http://t.co/…	Thu Mar 19 23:21:12 +0000 2015
NA	1455	positive	@DavidSandum lots of color and culture here.  love how the mess comes together in a new piece with a new beautiful combined energy.	Thu Mar 19 23:20:30 +0000 2015
NA	1456	positive	RT @BernardCormier: #TBT: ParticipAction Day in Saint John ca. 1985. http://t.co/qgBiUl55Pr	Thu Mar 19 10:22:33 +0000 2015
NA	1457	positive	RT @quispamsis: Mayor Murray Driscoll, @JesseVergen @LoriCarle and Deanna Gamble headed to Saint John on Comex Route 53. http://t.co/3nsHWY…	Thu Mar 19 10:22:25 +0000 2015
NA	1458	positive	White Bird (live) - Its A Beautiful Day (1971): https://t.co/KhidiHDrU2	Thu Mar 19 02:30:28 +0000 2015
NA	1459	positive	always a bright side http://t.co/ROgaGYKWOP	Wed Mar 18 18:45:28 +0000 2015
NA	1460	positive	“The world is full of magic things, patiently waiting for our senses to grow sharper.”W.B. Yeats	Wed Mar 18 12:57:32 +0000 2015
NA	1461	positive	'nobody knows eggs better than bacon.' https://t.co/aBQtAa5KEw	Wed Mar 18 00:37:43 +0000 2015
NA	1462	negative	RT @frogspadca: Happy "Love the Irish" day! This made me an instant Pogues fan on first listen in a Hali record shop way back when. https:/…	Tue Mar 17 13:08:30 +0000 2015
NA	1463	positive	seniors tattooed.  we all are only temporary anyway. celebrate your body how you wish. http://t.co/GcR5TUuzYQ	Tue Mar 17 04:04:33 +0000 2015
NA	1464	neutral	RT @UptownNancy: "@connellcbc: Commercial Properties buying historic Union Club building. http://t.co/M0mqiSMewA" @jcraigallen @TracyLee1 B…	Mon Mar 16 22:54:51 +0000 2015
NA	1465	negative	RIP to local community leader, Alan Rowe @AllanMLA :( http://t.co/SiiFHsrHHe	Mon Mar 16 14:07:03 +0000 2015
NA	1466	neutral	@moodtooth is that even possible?	Mon Mar 16 00:19:24 +0000 2015
NA	1467	positive	@lbellsmith trust me, i know these things ;)	Mon Mar 16 00:17:23 +0000 2015
NA	1468	neutral	i think 'lol' is coming back in style	Mon Mar 16 00:08:09 +0000 2015
NA	1469	negative	at that free space in time where i can take or leave pretty much anything with the same lack of enthusiasm	Sun Mar 15 16:50:36 +0000 2015
NA	1470	neutral	Shakey Graves - Roll the Bones - Audiotree Live: https://t.co/OiuvJuBg3P	Sun Mar 15 02:46:18 +0000 2015
NA	1471	neutral	the 48 state road trip http://t.co/rtTJgrMgzP	Sat Mar 14 16:51:10 +0000 2015
NA	1472	neutral	RT @FashionDispensa: Fedora Hat - The Hattitude Is Back - Men Style Fashion http://t.co/u7Bgx2sH5O via @menstylefashion - Time to add some …	Sat Mar 14 14:35:49 +0000 2015
NA	1473	neutral	i close my eyes, only for a moment and the moment's gone	Sat Mar 14 13:32:30 +0000 2015
NA	1474	positive	60 Powerful Social Issue Ads That'll Make You Stop And Think: http://t.co/1SgFcHCZ13	Sat Mar 14 13:10:01 +0000 2015
NA	1475	negative	common sense 101 - people can't be bullied into a belief	Fri Mar 13 21:51:51 +0000 2015
NA	1476	neutral	Homeless People Were Asked To Write Down A Fact About Themselves. Their Answers May Surprise You - http://t.co/idb0mmkiB7 via @Shareaholic	Fri Mar 13 10:56:08 +0000 2015
NA	1477	positive	RT @Rock889FM: Hey #RockHeads #CardsAgainstOriginality the game that's gross and fun for all is now available on your cell phones! http://t…	Fri Mar 13 10:45:01 +0000 2015
NA	1478	neutral	there's a lot going on here https://t.co/YlNnZqEWpp zac brown band &amp; chris cornell	Thu Mar 12 01:49:39 +0000 2015
NA	1479	neutral	The real Michael Bolton plays Michael Bolton in 'Office Space' http://t.co/s9IVd1nB86 via @mashable	Wed Mar 11 23:40:24 +0000 2015
NA	1480	positive	'art can be a part of your normal life.' #Shad ..i love it :) @shadkmusic	Wed Mar 11 22:29:31 +0000 2015
NA	1481	positive	major meltdown in uptown sj.  soooo nice	Wed Mar 11 20:34:46 +0000 2015
NA	1482	neutral	RT @artbyKylie: "It's alright letting yourself go, as long as you can get yourself back." #MickJagger #portrait #art #ink http://t.co/zfP…	Wed Mar 11 12:12:39 +0000 2015
NA	1483	negative	some say fear the government.  some say fear the people.  i choose to not be afraid.	Wed Mar 11 00:21:31 +0000 2015
NA	1484	neutral	Rod Stewart &amp; Ron Wood - Reason to Belive: http://t.co/MolBbNuJ7G	Wed Mar 11 00:15:02 +0000 2015
NA	1485	positive	so awesome! @RosasFreshPizza and customers show brotherly love #OneLove http://t.co/bZAe5yn2Y6	Tue Mar 10 13:17:20 +0000 2015
NA	1486	neutral	Mumford &amp; Sons - Believe (Official Audio): http://t.co/vr6YCW7LxS	Tue Mar 10 00:10:06 +0000 2015
NA	1487	positive	@ApryllAileen @FranMenton @Thandisj @uptownsaintjohn pretty girls :))	Mon Mar 09 23:34:43 +0000 2015
NA	1488	positive	@MichaelE_4 ..yeah, i'm not sure mike, but i love your new profile picture here :)	Mon Mar 09 22:03:18 +0000 2015
NA	1489	negative	and the local newspaper continues to erode.  reporters will now be taking their own pictures.	Mon Mar 09 21:30:47 +0000 2015
NA	1490	neutral	'what's past is prologue.' -shakespeare	Mon Mar 09 15:31:33 +0000 2015
NA	1491	positive	2/2 wd be cool get together w freddy/mton friends @TheFwordNB @gracenjohnson @JakeAReid @NBTweeters @Crashola #saltys http://t.co/cfrLBUvAm8	Mon Mar 09 14:54:25 +0000 2015
NA	1492	positive	the #saltys social media awards include nominations provincially. still time to get your favs in. 1/2  http://t.co/9tcV9GIxcY	Mon Mar 09 14:40:51 +0000 2015
NA	1493	positive	21 Photographers Doing Whatever It Takes to Get the Perfect Shot https://t.co/getdoqirDa	Sun Mar 08 21:00:51 +0000 2015
NA	1494	positive	Great commercial from a small company. https://t.co/DojtjPzdYZ	Sun Mar 08 15:01:43 +0000 2015
NA	1495	positive	"my happiness grows in direct proportion to my acceptance, and in inverse proportion to my expectations." ~michael j fox	Sun Mar 08 14:55:49 +0000 2015
NA	1496	positive	this is surreal. ...This Is The Oldest Video Footage From New York City And It's Absolutely Incredible http://t.co/aClliewvgr via @OMGFacts	Sat Mar 07 14:21:16 +0000 2015
NA	1497	neutral	RT @Fundysnapper: Head down to the @sjcitymarket and check out the Saturday music series. Featuring @ApryllAileen http://t.co/aRuNfmR8UZ	Sat Mar 07 14:16:29 +0000 2015
NA	1498	positive	@BruceFraser exactly.  it's a little insulting.  a man must be leading that campaign..one who's about ready to retire ;).	Sat Mar 07 13:00:29 +0000 2015
NA	1499	neutral	@BruceFraser totally.	Sat Mar 07 12:50:33 +0000 2015
NA	1500	neutral	what were they thinking?? so many things wrong w this. makes me think of a 50s ad. come on.. #womenlikewhiskeytoo ??? http://t.co/jN7qsglFiW	Sat Mar 07 12:44:53 +0000 2015
NA	1501	negative	We're always being manipulated...the media, church, gov't, activists,&amp; neighbours/friends who know everything. I just want a hut on a beach.	Fri Mar 06 08:04:47 +0000 2015
NA	1502	positive	kylie minogue, a fine example older woman sexy https://t.co/1x79Qyg569 @kylieminogue #intotheblue	Fri Mar 06 00:42:05 +0000 2015
NA	1503	positive	captivating images by #evelynbencicova http://t.co/I2qKyTKJyl	Thu Mar 05 23:40:12 +0000 2015
NA	1504	neutral	RT @jmiv: “At the still point, there the dance is.”—T. S. Eliot	Thu Mar 05 19:40:50 +0000 2015
NA	1505	negative	so gross RT @mashable Peeps-flavored milk. That is all. http://t.co/hAa3xRwsKK	Thu Mar 05 16:43:12 +0000 2015
NA	1506	positive	all this guy needs is a little more confidence https://t.co/N7MnmXSim2 #belleandsebastian	Thu Mar 05 16:09:58 +0000 2015
NA	1507	positive	@emteed @UptownHeather @Fundysnapper ..thanks, em :)	Thu Mar 05 02:18:15 +0000 2015
NA	1508	positive	@CraigYoung8 ..you're sharing some mighty fine rock pics tonight.  good stuff :)	Thu Mar 05 02:12:10 +0000 2015
NA	1509	neutral	RT @GregNortonSJ: Notice by @Melnortonsj re. Special Meeting of #sjcouncil: http://t.co/z0CFQI3Kls #inpoli http://t.co/yWK9USGd7d	Thu Mar 05 02:11:07 +0000 2015
NA	1510	positive	@UptownHeather @Fundysnapper thanks, h :) Jordan is the best!	Wed Mar 04 15:32:56 +0000 2015
NA	1511	neutral	RT @presentcorrect: Found pebble alphabet by Clotilde Olyff. http://t.co/JyvsHDvlQQ	Wed Mar 04 15:28:54 +0000 2015
NA	1512	neutral	@FranMenton ...some special tunes for the felines in your life: http://t.co/CuzpmZ7PfL	Wed Mar 04 15:24:27 +0000 2015
NA	1513	positive	this is amazing http://t.co/T6Zj3uhuh7 #LoveHasNoLabels	Wed Mar 04 15:17:12 +0000 2015
NA	1514	neutral	RT @HuffPostArts: The Many Lives of Leonard Nimoy: Artist, Collector, Vulcan http://t.co/gPX0NubmLV via @hyperallergic http://t.co/hltm1vKN…	Wed Mar 04 15:05:01 +0000 2015
NA	1515	neutral	RT @allanhawco: I'll do every interview with that phone“@CBCRadioQ http://t.co/qG3ih3nrml #QtheFuture http://t.co/XxVN79VCVN”	Tue Mar 03 20:29:55 +0000 2015
NA	1516	positive	@mdhiggs like, happy new years! ;)  maritimers.	Tue Mar 03 14:30:39 +0000 2015
NA	1517	positive	@mdhiggs as opposed to? 'savings' ??	Tue Mar 03 14:27:48 +0000 2015
NA	1518	neutral	RT @halsall_: Peter Fox Football Bursary http://t.co/PtMSPTa2Q2 via @gofundme	Tue Mar 03 14:19:49 +0000 2015
NA	1519	positive	RT @jcraigallen: Nice new video by the very talented Apryll Aileen - check it out! - http://t.co/ij2DacPHKo #livelifeuptown	Tue Mar 03 14:19:35 +0000 2015
NA	1520	neutral	if nothing changes, nothing changes	Sun Mar 01 03:22:58 +0000 2015
NA	1521	positive	everything in our lives either assists us in thriving or contributes to our demise	Sun Mar 01 03:03:34 +0000 2015
NA	1522	positive	@JakeAReid haha. cute :)	Sat Feb 28 13:58:48 +0000 2015
NA	1523	positive	@JakeAReid ..you never know with the genetically modified chickens they're using these days. ;)	Sat Feb 28 13:52:41 +0000 2015
NA	1524	neutral	Don't You (Forget About Me) - A Tribute to 80's Teen Movies: http://t.co/PrrSFDpc2b	Sat Feb 28 13:39:38 +0000 2015
NA	1525	negative	'things are not quite so simple always as black and white.' ~ doris lessing	Sat Feb 28 04:18:25 +0000 2015
NA	1526	negative	the incorrigible desire to be 'right' and somehow thus more 'valuable,' has caused many unnecessary divides. blood is not thicker than water	Sat Feb 28 04:15:51 +0000 2015
NA	1527	neutral	white on white https://t.co/d4yLNbJnm4	Sat Feb 28 01:52:49 +0000 2015
NA	1528	positive	RT @TheRealNimoy: A life is like a garden. Perfect moments can be had, but not preserved, except in memory.  LLAP	Fri Feb 27 17:56:44 +0000 2015
NA	1529	neutral	RT @HistoricalPics: Kings of Leon http://t.co/KIU6ubjF7V	Fri Feb 27 14:07:07 +0000 2015
NA	1530	negative	RT @iownjd: Brought together by llamas, divided by a dress, all in the same day, the world no longer sees eye-to-eye, everything's back to …	Fri Feb 27 03:27:20 +0000 2015
NA	1531	neutral	BBC News - The girl who gets gifts from birds http://t.co/f3KvhduD9K	Fri Feb 27 02:34:09 +0000 2015
NA	1532	positive	RT @shannonmagee: Cant believe its been 4 years since this! Best of luck this week to @Team_EquipeNB synchro ladies!! #CanadaGames http://t…	Tue Feb 24 18:38:48 +0000 2015
NA	1533	negative	questions i don't even want to have answered	Tue Feb 24 01:22:15 +0000 2015
NA	1534	neutral	your life, your call https://t.co/L39FWSHN90 @junip_music	Tue Feb 24 00:20:35 +0000 2015
NA	1535	negative	some people have many fooled, some of the time	Tue Feb 24 00:04:42 +0000 2015
NA	1536	positive	interesting..the people whose culture consists of garth brooks, daniel steel, costco shopping and maybe facebook	Sun Feb 22 21:20:13 +0000 2015
NA	1537	positive	'it's better to lead from behind...' nelson mandela http://t.co/z1wR1Ze9KZ	Sun Feb 22 18:18:33 +0000 2015
NA	1538	positive	yeah, i pretty much never sit by the pool anymore. http://t.co/O5oBvIEeNT	Sun Feb 22 12:32:17 +0000 2015
NA	1539	neutral	new respect for EM MT @rodmoose: Eddie Murphy Rejected SNL40 Bill Cosby Skit: N Macdonald-NBC http://t.co/svRBB5oFIO http://t.co/jMux92nrle	Sun Feb 22 04:45:13 +0000 2015
NA	1540	positive	finally, a movie i might half like.. Still Alice Official Trailer #1 (2015) - Julianne Moore, Kate Bosworth D...: http://t.co/2BqT0iAntf	Sat Feb 21 16:06:14 +0000 2015
NA	1541	positive	finally got to @PortCityRoyal for lunch w @MichaelMickD. Jakob/team..hats off to you. delicious eats and comfy cozy space. @ACREarchitects	Fri Feb 20 17:38:23 +0000 2015
NA	1542	neutral	The “Mad Men” Final Season Trailer Shows Time Has Been Kind To Everyone http://t.co/XM158mJR7V via @emilyorley @buzzfeed	Fri Feb 20 08:02:09 +0000 2015
NA	1543	negative	completely exhausted trying to please everyone and pleasing no one	Fri Feb 20 04:19:56 +0000 2015
NA	1544	positive	it really is a soft, white velvet winter wonderland out there	Fri Feb 20 03:39:27 +0000 2015
NA	1545	positive	RT @joshvisser: Do you live in places like Newfoundland, Winnipeg, the North (anywhere but Toronto?) @vicecanada is looking for great write…	Fri Feb 20 03:00:06 +0000 2015
NA	1546	positive	@ToddAdkins there sometimes is a scary amount of pride in religion	Fri Feb 20 02:57:02 +0000 2015
NA	1547	negative	preventative maintenance is sometimes an unnecessary evil	Thu Feb 19 23:41:35 +0000 2015
NA	1548	positive	interesting  http://t.co/QPdHrVUXtr Saint John man starts anti-bilingualism Facebook page.	Thu Feb 19 18:57:01 +0000 2015
NA	1549	positive	@ThoughtCatalog yes, yes, and yes.	Thu Feb 19 17:10:52 +0000 2015
NA	1550	neutral	RT @ThoughtCatalog: Guys, You Might Not Believe It, But These 3 Traits Will Attract Any Woman You Desire http://t.co/8wl4NUGzF6 http://t.co…	Thu Feb 19 17:10:37 +0000 2015
NA	1551	positive	@shannonmagee plus, we won a free coffee.  ms lucky ;))	Thu Feb 19 13:59:04 +0000 2015
NA	1552	positive	@shannonmagee drinking your coffee now, and it's SO good.  thank you!  xo	Thu Feb 19 13:10:20 +0000 2015
NA	1553	neutral	RT @Picswithastory: Simple. http://t.co/yuWnN1GLz2	Thu Feb 19 02:53:14 +0000 2015
NA	1554	positive	This is beautiful.  These Women Have A Powerful Message http://t.co/Q3egoZn3J9 via @flahertykeely @buzzfeed	Wed Feb 18 22:52:17 +0000 2015
NA	1555	positive	Sloan - The Good In Everyone: http://t.co/AlyaaUiZkW @Sloanmusic	Wed Feb 18 22:03:36 +0000 2015
NA	1556	positive	a handy dandy practical decor reference link: http://t.co/OLPDcQXhJv	Wed Feb 18 02:25:34 +0000 2015
NA	1557	positive	RT @nickcalder: NO NO NO NO!! NO!!!!! "Daredevil selfie on Hong Kong skyscraper" http://t.co/5IyCAb6NSQ	Tue Feb 17 18:44:37 +0000 2015
NA	1558	positive	@nickcalder this, along with the daredevil selfie stunt tweet.   and now i feel truly sick ;)	Tue Feb 17 18:44:31 +0000 2015
NA	1559	neutral	RT @tedcoine: RT @moneypennygirl: “@cjcollins0329 : It's All About CHOICES ..." http://t.co/89noQY6FFm	Tue Feb 17 16:57:21 +0000 2015
NA	1560	negative	a woman is a complicated creature, full of genuine contradictions, intricate sensitivities, and intrinsic energies.  handle with care.	Tue Feb 17 16:54:50 +0000 2015
NA	1561	positive	RT @tedcoine: The 8 Most Important Habits of Respected #Businesswomen http://t.co/SFg6kUJbUE #CEO #Leadership	Tue Feb 17 15:04:40 +0000 2015
NA	1562	neutral	RT @SJvatn: !! RT @CECHR_UoD: Instant #geology in Frozen Sand on Shore of Lake Michiganhttp://t.co/IYcJLjZY84 http://t.co/s0775SY7qZ	Tue Feb 17 14:57:21 +0000 2015
NA	1563	neutral	RT @simma88: Spotted in #dartmouth #mrswinter @nickcalder #shesascoldasice http://t.co/5IuDGIccVn	Tue Feb 17 14:57:00 +0000 2015
NA	1564	neutral	RT @mashable: The unofficial theme of New York Fashion Week is diversity: http://t.co/3yW7yDZTE3 #NYFW http://t.co/JcDBzlTBvH	Tue Feb 17 14:24:14 +0000 2015
NA	1565	positive	@SupermanJohnson that is apparent, and look at that smile! ;) it takes guts sometimes so it's encouraging to see. well done, brother :)	Tue Feb 17 13:19:36 +0000 2015
NA	1566	positive	@SupermanJohnson just a tuesday high five, commending you for your fine example. :)	Tue Feb 17 13:06:49 +0000 2015
NA	1567	neutral	RT @tedcoine: #Leadership quotes http://t.co/kQ6iJBua6S	Tue Feb 17 13:04:01 +0000 2015
NA	1568	neutral	TIM BARRY "SHED SONG" -(OFFICIAL) Album: 40 Miler / Chunksaah Records. w...: http://t.co/dk3jCMcPAh @TIMBARRYRVA	Tue Feb 17 06:20:04 +0000 2015
NA	1569	negative	RT @AndyKirchner: Do you think you're gonna find what you actually love by constantly nagging about what you don't like?	Tue Feb 17 06:09:42 +0000 2015
NA	1570	neutral	RT @HuffingtonPost: Yep, you're old. "The Breakfast Club" turns 30 today http://t.co/7loTJVGp2B http://t.co/AveqZIHLvl	Tue Feb 17 05:46:16 +0000 2015
NA	1571	positive	@saintjohnnbarts @globalnews i may be able to think of one or two ;)	Tue Feb 17 02:58:50 +0000 2015
NA	1572	neutral	RT @globalnews: 6 Canadians among final 100 up for one-way trip to Mars http://t.co/0Z5Ncx61j0	Tue Feb 17 02:15:33 +0000 2015
NA	1573	neutral	RT @RedemptionAJ: Skinny Jeans at Home Depot and Lumberjack beards at Barnes &amp; Noble are equal nopes in opposite worlds.	Tue Feb 17 01:57:31 +0000 2015
NA	1574	positive	'a sociable smile is nothing but a mouth full of teeth.' jack kerouac #jackkerouac #kerouac	Tue Feb 17 01:35:44 +0000 2015
NA	1575	positive	"To have that sense of one's intrinsic worth...self-respect...is potentially to have everything."  joan didion	Mon Feb 16 12:51:08 +0000 2015
NA	1576	negative	I hope our summer is as intense as our winter	Mon Feb 16 02:05:06 +0000 2015
NA	1577	neutral	I just used Shazam to discover Baby Blue (US Single Mix) by Badfinger. http://t.co/9MZnCnGNV2	Sun Feb 15 01:22:48 +0000 2015
NA	1578	positive	@Dartmouth_Tim well done, tim ;)	Sat Feb 14 20:25:23 +0000 2015
NA	1579	positive	@MarcEnsign @burnettisms k...I need to find out what this actually means ;)	Sat Feb 14 13:48:01 +0000 2015
NA	1580	positive	@burnettisms @MarcEnsign mark b, you're the first dickhead I thought of.. ;) jkid..I couldn't resist. if mark e's involved, it's good stuff	Sat Feb 14 13:15:11 +0000 2015
NA	1581	negative	it's a tad annoying when someone rt's an event tweet from, like, a year ago :|	Sat Feb 14 13:11:04 +0000 2015
NA	1582	neutral	RT @oldpicsarchive: Three women along the boardwalk in Blackpool, England, ca. 1934 http://t.co/LFvFbib8gN	Sat Feb 14 13:08:33 +0000 2015
NA	1583	positive	Bryan Adams, Rod Stewart, Sting - All For Love: http://t.co/SLe5FhijW0	Fri Feb 13 03:29:41 +0000 2015
NA	1584	neutral	Scorpions - Wind Of Change: http://t.co/XwkBguXQbZ	Fri Feb 13 03:10:23 +0000 2015
NA	1585	neutral	14 Things Only Over-Thinkers Will Understand http://t.co/6U9UYKxVEG	Fri Feb 13 02:44:59 +0000 2015
NA	1586	positive	Johnny Cash's Love Letter to Wife June Carter Named Most Romantic of All Time http://t.co/56gdL8ZovY via @rollingstone	Fri Feb 13 02:38:47 +0000 2015
NA	1587	positive	smile melt warm puppy fuzzy.. Mother Playing With Her 15 Golden Retriever Pups - Too Cute!: http://t.co/9b473qpPr9	Fri Feb 13 02:33:16 +0000 2015
NA	1588	neutral	RT @frogspadca: Tune into @InfoAMSJ tomorrow at 6:10 am. I'll be reporting from Argentina. Listen online http://t.co/vTeb01IVZ9 https://t.c…	Thu Feb 12 22:11:04 +0000 2015
NA	1589	positive	the ability to forget easily is both a blessing and a curse	Thu Feb 12 21:37:13 +0000 2015
NA	1590	positive	@MichaelMickD turn on that charm, dear :)	Thu Feb 12 20:41:23 +0000 2015
NA	1591	positive	@AudFan level-headed and light-hearted is the perfect combination :)	Thu Feb 12 02:34:44 +0000 2015
NA	1592	positive	i only liked valentines day in grade 4 when we made decorated envelopes, taped to the sides of our desks then distributed the COOLEST cards	Thu Feb 12 02:24:00 +0000 2015
NA	1593	positive	20 Love Songs In 20 Styles - Valentines Day | Ten Second Songs: http://t.co/lDkbTZUHCV	Thu Feb 12 02:20:20 +0000 2015
NA	1594	positive	RT @therepoguy: Hands fitting just right#WhatIsLoveIn4Words	Thu Feb 12 00:58:23 +0000 2015
NA	1595	negative	i blame gluten	Wed Feb 11 21:28:30 +0000 2015
NA	1596	neutral	RT @MindMalfunction: 2 reasons. http://t.co/rCCBsh4OFU	Wed Feb 11 15:20:22 +0000 2015
NA	1597	negative	RT @etiquetteguy: "Grudges are a waste of perfect happiness. Laugh when you can, apologize when you should, and let go of what you can't ch…	Wed Feb 11 14:43:45 +0000 2015
NA	1598	positive	@thbrothers11 just live in the moment :)	Tue Feb 10 19:23:45 +0000 2015
NA	1599	neutral	RT @tsm560: Sometimes the possibilities do have an end.	Tue Feb 10 18:38:28 +0000 2015
NA	1600	positive	just got some get moving inspiration.  winter slump be gone! http://t.co/qJNzo5m4be	Tue Feb 10 15:49:31 +0000 2015
NA	1601	neutral	this. but stop after the word 'moment.' http://t.co/es7cWz3f2R	Tue Feb 10 01:57:23 +0000 2015
NA	1602	positive	hint.. when you are eating chicken, don't think about chicken ;) @morgankatemagee	Tue Feb 10 00:46:54 +0000 2015
NA	1603	negative	i'm sensing a little hostility.  i think everyone needs a sunny vacation.	Tue Feb 10 00:44:55 +0000 2015
NA	1604	neutral	'and the same black line that was drawn on youwas drawn on me.	Mon Feb 09 20:36:25 +0000 2015
NA	1605	negative	don't understand that the same people who accept abortion, hands down, have issues with doctor assisted suicide.	Mon Feb 09 20:27:12 +0000 2015
NA	1606	neutral	RT @artsy: This week's Artsy Hashtag Project celebrates art + science, see it now on Instagram!: http://t.co/GpTK97MSPW http://t.co/DBg947H…	Mon Feb 09 19:55:26 +0000 2015
NA	1607	positive	good luck to my girl @morgankatemagee, doing a week of clinical is sussex! smile those country folk, m'dear  xo	Mon Feb 09 14:23:14 +0000 2015
NA	1608	positive	happy birthday to mister stellar himself.. @StellarFutures :)	Sun Feb 08 15:19:46 +0000 2015
NA	1609	positive	so not my thing, but it's in my blood. #ford drag vintage footage http://t.co/SaxqmHk1wu not some 'off the wall kooks'..heaven forbid ;)	Sun Feb 08 04:38:47 +0000 2015
NA	1610	positive	nothing beats a compliment from a woman :)	Sat Feb 07 20:15:05 +0000 2015
NA	1611	negative	RT @corbettball: News is bad for you – and giving up reading it will make you happier http://t.co/g1sRSdhoDo	Sat Feb 07 03:44:47 +0000 2015
NA	1612	neutral	i'm done trying to figure people out	Sat Feb 07 02:55:12 +0000 2015
NA	1613	negative	good intentions aren't good enough	Thu Feb 05 22:19:21 +0000 2015
NA	1614	positive	i find this guys art amusing and impressive http://t.co/QBn4HqlzRQ	Thu Feb 05 13:27:45 +0000 2015
NA	1615	neutral	#reesewitherspoon http://t.co/bXra1WI6wW	Thu Feb 05 04:39:13 +0000 2015
NA	1616	neutral	RT @HistoryInFacts: The Pin-Ups: The Sexiest Beauties Of The '50s http://t.co/CQEJUFM3W9	Thu Feb 05 03:24:21 +0000 2015
NA	1617	negative	RT @MichaelMickD: @TracyLee1 @frogspadca @Melnortonsj nor me , I had no idea. May the frost be with you.	Wed Feb 04 23:22:34 +0000 2015
NA	1618	positive	@frogspadca @Melnortonsj thank you!! of course i didn't know that. i'm not a member of the george lucas fraternity ;)	Wed Feb 04 23:18:57 +0000 2015
NA	1619	negative	@frogspadca @Melnortonsj craig, i seriously don't know :|	Wed Feb 04 23:16:25 +0000 2015
NA	1620	neutral	@Melnortonsj inquiring minds want to know...what is #renaissancehoth??	Wed Feb 04 23:15:21 +0000 2015
NA	1621	positive	RT @CBCNews: Man who walks 33 km a day to work gets $280K from online donors http://t.co/KJ6kZoejP4 http://t.co/rfrQEqJtrb	Wed Feb 04 18:07:48 +0000 2015
NA	1622	neutral	#1 song in the US the day i was born: paperback writer, the beatles.  find out yours: http://t.co/utNTzRD2QM	Wed Feb 04 16:27:57 +0000 2015
NA	1623	neutral	two neil youngs https://t.co/o6ZVpXMrrf epic #jimmyfallon #NeilYoung clip #oldman	Wed Feb 04 15:19:05 +0000 2015
NA	1624	positive	thanks for showing us off, @Hawkalicious, well done! http://t.co/oEgfmyBgl6 #livelifeuptown storm pics	Wed Feb 04 00:25:10 +0000 2015
NA	1625	neutral	RT @Whiskylassie: @InfoAMSJ @weathernetwork @ShiftNB snow shmoe! It's all in the frame of mind #maritimers http://t.co/my1c8pGO0f	Tue Feb 03 18:11:24 +0000 2015
NA	1626	negative	RT @KBrideau: These snowbanks are ridiculous! http://t.co/n7uM5eHPiV	Tue Feb 03 14:01:34 +0000 2015
NA	1627	positive	RT @Fundysnapper: @InfoAMSJ here is looking out my window. Uptown Saint John. #Snowmageddon2015 http://t.co/8b1E3Hs6mF	Tue Feb 03 10:42:43 +0000 2015
NA	1628	neutral	#AndyWarhol chuck taylors http://t.co/pT6nECS6S6	Tue Feb 03 10:34:55 +0000 2015
